site,edition,classification,category_type,category,short_definition,detail_note,verification_status,source_pdf_page,source_section,definition_origin
Hypopharynx,AJCC8,any,N,N1,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required. | SURROGATE_AJCC8_DEFINITION_FROM_AJCC7_REVIEW_REQUIRED_v1.7: AJCC8 explicit definition not extractable from uploaded PDF; AJCC7 wording displayed pending cancer committee validation.,fallback_from_AJCC7_for_AJCC8_review_required_v1_7,,,surrogate_definition_from_AJCC7_v1_7
Hypopharynx,AJCC8,yp,N,N1,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required. | SURROGATE_AJCC8_DEFINITION_FROM_AJCC7_REVIEW_REQUIRED_v1.7: AJCC8 explicit definition not extractable from uploaded PDF; AJCC7 wording displayed pending cancer committee validation.,fallback_from_AJCC7_for_AJCC8_review_required_v1_7,,,surrogate_definition_from_AJCC7_v1_7
Hypopharynx,AJCC8,any,N,N2,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required. | SURROGATE_AJCC8_DEFINITION_FROM_AJCC7_REVIEW_REQUIRED_v1.7: AJCC8 explicit definition not extractable from uploaded PDF; AJCC7 wording displayed pending cancer committee validation.,fallback_from_AJCC7_for_AJCC8_review_required_v1_7,,,surrogate_definition_from_AJCC7_v1_7
Hypopharynx,AJCC8,yp,N,N2,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required. | SURROGATE_AJCC8_DEFINITION_FROM_AJCC7_REVIEW_REQUIRED_v1.7: AJCC8 explicit definition not extractable from uploaded PDF; AJCC7 wording displayed pending cancer committee validation.,fallback_from_AJCC7_for_AJCC8_review_required_v1_7,,,surrogate_definition_from_AJCC7_v1_7
Hypopharynx,AJCC8,any,N,N3,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required. | SURROGATE_AJCC8_DEFINITION_FROM_AJCC7_REVIEW_REQUIRED_v1.7: AJCC8 explicit definition not extractable from uploaded PDF; AJCC7 wording displayed pending cancer committee validation.,fallback_from_AJCC7_for_AJCC8_review_required_v1_7,,,surrogate_definition_from_AJCC7_v1_7
Hypopharynx,AJCC8,yp,N,N3,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required. | SURROGATE_AJCC8_DEFINITION_FROM_AJCC7_REVIEW_REQUIRED_v1.7: AJCC8 explicit definition not extractable from uploaded PDF; AJCC7 wording displayed pending cancer committee validation.,fallback_from_AJCC7_for_AJCC8_review_required_v1_7,,,surrogate_definition_from_AJCC7_v1_7
Hypopharynx,AJCC8,any,M,M0,No distant metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required. | SURROGATE_AJCC8_DEFINITION_FROM_AJCC7_REVIEW_REQUIRED_v1.7: AJCC8 explicit definition not extractable from uploaded PDF; AJCC7 wording displayed pending cancer committee validation.,fallback_from_AJCC7_for_AJCC8_review_required_v1_7,,,surrogate_definition_from_AJCC7_v1_7
Hypopharynx,AJCC8,yp,M,M0,No distant metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required. | SURROGATE_AJCC8_DEFINITION_FROM_AJCC7_REVIEW_REQUIRED_v1.7: AJCC8 explicit definition not extractable from uploaded PDF; AJCC7 wording displayed pending cancer committee validation.,fallback_from_AJCC7_for_AJCC8_review_required_v1_7,,,surrogate_definition_from_AJCC7_v1_7
Hypopharynx,AJCC8,any,M,M1,Distant metastasis category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required. | SURROGATE_AJCC8_DEFINITION_FROM_AJCC7_REVIEW_REQUIRED_v1.7: AJCC8 explicit definition not extractable from uploaded PDF; AJCC7 wording displayed pending cancer committee validation.,fallback_from_AJCC7_for_AJCC8_review_required_v1_7,,,surrogate_definition_from_AJCC7_v1_7
Hypopharynx,AJCC8,yp,M,M1,Distant metastasis category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required. | SURROGATE_AJCC8_DEFINITION_FROM_AJCC7_REVIEW_REQUIRED_v1.7: AJCC8 explicit definition not extractable from uploaded PDF; AJCC7 wording displayed pending cancer committee validation.,fallback_from_AJCC7_for_AJCC8_review_required_v1_7,,,surrogate_definition_from_AJCC7_v1_7
Intrahepatic bile duct,AJCC7,any,T,T0,No evidence of primary tumor（無原發腫瘤證據）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC7,any,T,T1,Solitary tumor without vascular invasion（單一腫瘤，無血管侵犯）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC7,any,T,T2,Solitary tumor with vascular invasion or multiple tumors with/without vascular invasion（單一腫瘤合併血管侵犯，或多發腫瘤）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC7,any,T,T3,Tumor perforates visceral peritoneum or directly invades local extrahepatic structures（穿破臟層腹膜或直接侵犯局部肝外構造）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC7,any,T,T4,Tumor with periductal invasion（沿膽管周圍侵犯；AJCC7）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC7,any,T,TX,Primary tumor cannot be assessed（原發腫瘤無法評估）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC7,any,T,Tis,Carcinoma in situ（原位癌）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC7,any,N,N0,No regional lymph node metastasis（無區域淋巴結轉移）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC7,any,N,N1,Regional lymph node metastasis（區域淋巴結轉移）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC7,any,N,NX,Regional lymph nodes cannot be assessed（區域淋巴結無法評估）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC7,any,M,M0,No distant metastasis（無遠端轉移）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC7,any,M,M1,Distant metastasis（有遠端轉移）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,T,T0,No evidence of primary tumor（無原發腫瘤證據）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,T,T1,Solitary tumor without vascular invasion（單一腫瘤，無血管侵犯；依 T1a/T1b 細分）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,T,T1a,Solitary tumor ≤5 cm without vascular invasion（單一腫瘤 ≤5 cm，無血管侵犯）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,T,T1b,Solitary tumor >5 cm without vascular invasion（單一腫瘤 >5 cm，無血管侵犯）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,T,T2,"Solitary tumor with intrahepatic vascular invasion or multiple tumors, with/without vascular invasion（單一腫瘤合併肝內血管侵犯，或多發腫瘤）",,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,T,T3,Tumor perforates visceral peritoneum（穿破臟層腹膜）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,T,T4,Tumor directly invades local extrahepatic structures（直接侵犯局部肝外構造）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,T,TX,Primary tumor cannot be assessed（原發腫瘤無法評估）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,T,Tis,Carcinoma in situ（原位癌）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,N,N0,No regional lymph node metastasis（無區域淋巴結轉移）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,N,N1,Regional lymph node metastasis（區域淋巴結轉移）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed（區域淋巴結無法評估）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,M,M0,No distant metastasis（無遠端轉移）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Intrahepatic bile duct,AJCC8,any,M,M1,Distant metastasis（有遠端轉移）,,checked_v0_7,,protected_curated_gi_definition_from_v0_8_2,protected_known_good_v0_8_2
Kidney,AJCC7,any,T,T1,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,yp,T,T1,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,any,T,T2,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,yp,T,T2,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,any,T,T3,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,yp,T,T3,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,any,T,T4,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,any,N,N0,No regional lymph node metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,yp,N,N0,No regional lymph node metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,any,N,N1,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,yp,N,N1,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,any,M,M0,No distant metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,yp,M,M0,No distant metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,any,M,M1,Distant metastasis category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC7,yp,M,M1,Distant metastasis category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC8,yp,T,T1,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC8,yp,T,T2,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC8,yp,T,T3,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC8,yp,T,T4,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Kidney,AJCC8,any,N,N0,No regional lymph node metastasis,,strict_table_extracted_v1_6,196,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Kidney,AJCC8,any,N,N1,Metastasis in regional lymph node(s),,strict_table_extracted_v1_6,196,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Kidney,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,196,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Kidney,AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,196,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Kidney,AJCC8,any,M,M1,Distant metastasis,,strict_table_extracted_v1_6,196,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Larynx,AJCC8,pathological,N,N0,No regional lymph node metastasis,,strict_table_extracted_v1_6,49,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Larynx,AJCC8,clinical,N,N1,"Metastasis in a single ipsilateral lymph node, 3 cm or smaller in greatest dimension and ENE(−)",,strict_table_extracted_v1_6,49,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Larynx,AJCC8,clinical,N,N2,"Metastasis in a single ipsilateral lymph node, 3 cm or smaller in greatest dimension and ENE(+); or larger than 3 cm but not larger than 6 cm in greatest dimension and ENE(−); or metastases in multiple ipsilateral lymph nodes, none larger than 6 cm in greatest dimension and ENE(−); or in bilateral or contralateral lymph node(s), none larger than 6 cm in greatest dimension and ENE(−)",,strict_table_extracted_v1_6,49,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Larynx,AJCC8,clinical,N,N2a,"Metastasis in a single ipsilateral node, 3 cm or smaller in greatest dimension and ENE(+); or metastasis in a single ipsilateral node, larger than 3 cm but not larger than 6 cm in greatest dimension and ENE(−)",,strict_table_extracted_v1_6,49,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Larynx,AJCC8,clinical,N,N2b,"Metastases in multiple ipsilateral nodes, none larger than 6 cm in greatest dimension and ENE(−)",,strict_table_extracted_v1_6,49,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Larynx,AJCC8,clinical,N,N2c,"Metastasis in bilateral or contralateral lymph node(s), none larger than 6 cm in greatest dimension and ENE(−)",,strict_table_extracted_v1_6,49,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Larynx,AJCC8,clinical,N,N3,"Metastasis in a lymph node, larger than 6 cm in greatest dimension and ENE(−); or metastasis in a single ipsilateral node, larger than 3 cm in greatest dimension and ENE(+); or multiple ipsilateral, contralateral, or bilateral lymph nodes any with ENE(+); or a single contralateral node of any size and ENE(+)",,strict_table_extracted_v1_6,49,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Larynx,AJCC8,clinical,N,N3a,"Metastasis in a lymph node, larger than 6 cm in greatest dimension and ENE(−)",,strict_table_extracted_v1_6,49,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Larynx,AJCC8,any,N,N3b,"Metastasis in a single ipsilateral node, larger than 3 cm in greatest dimension and ENE(+); or multiple ipsilateral, contralateral, or bilateral lymph nodes any with ENE(+); or a single contralateral node of any size and ENE(+) indicate metastasis above the lower border of the cricoid (U) or below the lower border of the cricoid (L) Similarly, clinical and pathological ENE should be recorded as ENE(−) or ENE(+)",,strict_table_extracted_v1_6,49,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Larynx,AJCC8,pathological,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,49,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Larynx,AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,49,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Larynx,AJCC8,any,M,M1,Distant metastasis,,strict_table_extracted_v1_6,49,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Larynx: Glottis,AJCC7,any,T,T1,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC7,any,T,T2,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC7,any,T,T3,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC7,any,T,T4a,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC7,any,T,T4b,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC7,any,T,Tis,Carcinoma in situ or site-specific in-situ category; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC7,any,N,N0,No regional lymph node metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC7,any,N,N1,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC7,any,N,N2,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC7,any,N,N3,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC7,any,M,M0,No distant metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC7,any,M,M1,Distant metastasis category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC8,any,T,T1,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC8,any,T,T2,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC8,any,T,T3,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC8,any,T,T4a,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC8,any,T,Tis,Carcinoma in situ or site-specific in-situ category; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC8,any,N,N0,No regional lymph node metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC8,any,N,N2,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Glottis,AJCC8,any,M,M0,No distant metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC7,any,T,T1,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC7,any,T,T2,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC7,any,T,T3,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC7,any,T,T4a,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC7,any,T,T4b,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC7,any,T,Tis,Carcinoma in situ or site-specific in-situ category; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC7,any,N,N0,No regional lymph node metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC7,any,N,N1,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC7,any,N,N2,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC7,any,N,N3,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC7,any,M,M0,No distant metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC7,any,M,M1,Distant metastasis category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC8,any,T,T1,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC8,any,T,T2,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC8,any,T,T3,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC8,any,T,T4a,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC8,any,T,Tis,Carcinoma in situ or site-specific in-situ category; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC8,any,N,N0,No regional lymph node metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC8,any,N,N2,Regional lymph node category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Subglottis,AJCC8,any,M,M0,No distant metastasis; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Supraglottis,AJCC7,any,T,T1,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Supraglottis,AJCC7,any,T,T2,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Supraglottis,AJCC7,any,T,T3,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Supraglottis,AJCC7,any,T,T4a,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Supraglottis,AJCC7,any,T,T4b,Primary tumor category imported from staging table; site-specific definition requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
Larynx: Supraglottis,AJCC7,any,T,Tis,Carcinoma in situ or site-specific in-situ category; site-specific wording requires manual review.,No strict table definition was extracted for this site/category. Cancer committee review required.,generic_fallback_v1_6_review_required,,,generated_rule_category_fallback_v1_6
