edition,page,hit_type,context
AJCC7,235,stage_group,ﬁ nes unresectability based on local invasion (IVA) or distant disease (IVB) ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0 Tis N0 M0 Stage I T1 N0 M0 Stage II T2a-b N0 M0 Stage IIIA T3 N0 M0 Stage IIIB T1-3 N1 M0 Stage IVA T4 N0-1 M0 Stage IVB Any T
AJCC7,235,chapter_summary,21 Perihilar Bile Ducts (Sarcoma and carcinoid tumors are not included.) At-A-Glance SUMMARY OF CHANGES ● Extrahepatic bile duct tumors have been separated into perihilar (proximal) and distal groups and separate staging classiﬁ cations deﬁ ned for each ● T1 (conﬁ ned to bile duct) and
AJCC7,237,stage_group,ph nodes Distant Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0 Tis N0 M0 Stage I T1 N0 M0 Stage II T2a-b N0 M0 Stage IIIA T3 N0 M0 Stage IIIB T1-3 N1 M0 Stage IVA T4 N0-1 M0 Stage IVB Any T
AJCC7,237,definitions_tnm,"hology carries a more favorable prognosis than nodular or sclerosing tumors. DEFINITIONS OF TNM Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor Tis Carcinoma in situ T1 Tumor conﬁ ned to the bile duct, with extension up to the muscle layer or ﬁ brous tissue"
AJCC7,239,stage_group,STASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 CLINICAL GROUP T N M 0 Tis N0 M0 I T1 N0 M0 II T2a-b N0 M0 IIIA T3 N0 M0 IIIB T1-3 N1 M0 IVA T4 N0-1 M0 IVB Any T N2 M0 Any T Any N M1 PATHOLOGIC GROUP T N M 0 Tis N0 M0 I T1 N0 M0 II
AJCC7,239,definitions_tnm,"d after neoadjuvant therapy AND subsequent surgery TX T0 Tis T1 T2a T2b T3 T4 PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Carcinoma in situ Tumor confined to the bile duct, with extension up to the muscle layer or fibrous tissue Tumor invades beyond the wall of"
AJCC7,240,stage_group,"ffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. m suffix indicates the presence of multiple primary tumors in a single site and is recorded in parentheses: pT(m)NM. y prefix indicates those cases in w"
AJCC7,243,stage_group,"t serum carcinoembry- onic antigen and CA19.9, are recommended for collection ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0 Tis N0 M0 Stage IA T1 N0 M0 Stage IB T2 N0 M0 Stage IIA T3 N0 M0 Stage IIB T1 N1 M0 T2 N1 M0 T3 N1 M0 Stage III T4 Any"
AJCC7,243,chapter_summary,"22 22 Distal Bile Duct (Sarcoma and carcinoid tumors are not included.) At-A-Glance SUMMARY OF CHANGES ● Extrahepatic bile duct was a single chapter in the sixth edition, this has been divided into two chapters for the seventh edition [Perihilar Bile Ducts (see Chap. 21) and Distal Bil"
AJCC7,245,stage_group,tastasis Distant Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0 Tis N0 M0 Stage IA T1 N0 M0 Stage IB T2 N0 M0 Stage IIA T3 N0 M0 Stage IIB T1 N1 M0 T2 N1 M0 T3 N1 M0 Stage III T4 Any N
AJCC7,245,definitions_tnm,"A19-9, may have prognostic signiﬁ cance and their collection is recommended. DEFINITIONS OF TNM Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor Tis Carcinoma in situ T1 Tumor conﬁ ned to the bile duct histologically T2 Tumor invades beyond the wall of the bi"
AJCC7,247,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 CLINICAL GROUP T N M 0 Tis N0 M0 IA T1 N0 M0 IB T2 N0 M0 IIA T3 N0 M0 IIB T1 N1 M0 T2 N1 M0 T3 N1 M0 III T4 Any N M0 IV Any T Any N M1 PATHOLOGIC GROUP T N M 0 Tis N0 M0 IA T1 N0
AJCC7,247,definitions_tnm,pleted after neoadjuvant therapy AND subsequent surgery TX T0 Tis T1 T2 T3 T4 PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Carcinoma in situ Tumor confined to the bile duct histologically Tumor invades beyond the wall of the bile duct Tumor invades the gallblad
AJCC7,251,stage_group,of Vater At-A-Glance SUMMARY OF CHANGES ● The deﬁ nitions of TNM and the Stage Grouping for this chapter have not changed from the Sixth Edition ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0 Tis N0 M0 Stage IA T1 N0 M0 Stage IB T2 N0 M0 Stage IIA T3 N0 M0 Stage
AJCC7,251,chapter_summary,Ampulla of Vater 235 23 23 Ampulla of Vater At-A-Glance SUMMARY OF CHANGES ● The deﬁ nitions of TNM and the Stage Grouping for this chapter have not changed from the Sixth Edition ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0 Tis N0 M0 Stage IA T1
AJCC7,253,stage_group,tastasis Distant Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0 Tis N0 M0 Stage IA T1 N0 M0 Stage IB T2 N0 M0 Stage IIA T3 N0 M0 Stage IIB T1 N1 M0 T2 N1 M0 T3 N1 M0 Stage III T4 Any N
AJCC7,253,definitions_tnm,ss treatment response. These are carci- noembryonic antigen (CEA) and CA19-9. DEFINITIONS OF TNM Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor Tis Carcinoma in situ T1 Tumor limited to ampulla of Vater or sphincter of Oddi T2 Tumor invades duodenal wall T3
AJCC7,255,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 CLINICAL GROUP T N M 0 Tis N0 M0 IA T1 N0 M0 IB T2 N0 M0 IIA T3 N0 M0 IIB T1 N1 M0 T2 N1 M0 T3 N1 M0 III T4 Any N M0 IV Any T Any N M1 PATHOLOGIC GROUP T N M 0 Tis N0 M0 IA
AJCC7,255,definitions_tnm,pleted after neoadjuvant therapy AND subsequent surgery TX T0 Tis T1 T2 T3 T4 PRIMARY TUMOR (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor Tis Carcinoma in situ T1 Tumor limited to ampulla of Vater or sphincter of Oddi T2 Tumor invades duodenal wall T3 Tumor invades pancre
AJCC7,257,stage_group,for adenocarcinoma and neuroendocrine tumors ● The deﬁ nition of TNM and the Anatomic Stage/Prognostic Groupings for this chapter have not changed from the sixth edition for exocrine tumors ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0 Tis N0 M0 Stage IA T1 N0 M0 Stage IB T2 N
AJCC7,257,chapter_summary,Exocrine and Endocrine Pancreas 241 24 24 Exocrine and Endocrine Pancreas At-A-Glance SUMMARY OF CHANGES ● Pancreatic neuroendocrine tumors (including carcinoid tumors) are now staged by a single pancreatic staging system ● Survival tables and ﬁ gures have been added for adenocarcinoma
AJCC7,260,stage_group,"rine tumors. J Am Coll Surg. 2007; 205(4):558–63. a Comparisons between each stage group are signiﬁ cant to P < 0.0001. b Survival adjusted for patient age by matching against 1990 United States Census Bureau data. In order to view this proof accurately, the Overprint Preview Option must be"
AJCC7,261,stage_group,tastasis Distant Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0 Tis N0 M0 Stage IA T1 N0 M0 Stage IB T2 N0 M0 Stage IIA T3 N0 M0 Stage IIB T1 N1 M0 T2 N1 M0 T3 N1 M0 Stage III T4 Any N
AJCC7,261,definitions_tnm,"malignant should be staged by this system and reported to cancer registries. DEFINITIONS OF TNM Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor Tis Carcinoma in situ* T1 Tumor limited to the pancreas, 2 cm or less in greatest dimension T2 Tumor limited to t"
AJCC7,263,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 CLINICAL GROUP T N M 0 Tis N0 M0 IA T1 N0 M0 IB T2 N0 M0 IIA T3 N0 M0 IIB T1 N1 M0 T2 N1 M0 T3 N1 M0 III T4 Any N M0 IV Any T Any N M1 PATHOLOGIC GROUP T N M 0 Tis N0 M0
AJCC7,263,definitions_tnm,"pleted after neoadjuvant therapy AND subsequent surgery TX T0 Tis T1 T2 T3 T4 PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Carcinoma in situ* Tumor limited to the pancreas, 2 cm or less in greatest dimension Tumor limited to the pancreas, more than 2 cm in greate"
AJCC7,264,stage_group,"ffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. m suffix indicates the presence of multiple primary tumors in a single site and is recorded in parentheses: pT(m)NM. y prefix indicates those cases in w"
AJCC7,269,stage_group,e contralateral lung are considered M1a ● M1b designates distant metastases ANATOMIC STAGE/PROGNOSTIC GROUPS Occult Carcinoma TX N0 M0 Stage 0 Tis N0 M0 Stage IA T1a N0 M0 T1b N0 M0 Stage IB T2a N0 M0 Stage IIA T2b N0 M0 T1a N1 M0 T1b
AJCC7,269,chapter_summary,inoid tumors are included. Sarcomas and other rare tumors are not included.) At-A-Glance SUMMARY OF CHANGES ● This staging system is now recommended for the classiﬁ cation of both non-small cell and small cell lung carcinomas and for carcinoid tumors of the lung ● The T classiﬁ cations hav
AJCC7,270,stage_group,ions in all three maps. The IASLC lymph node map is now the recommended means ANATOMIC STAGE/PROGNOSTIC GROUPS (CONTINUED) Stage IIIA T1a N2 M0 T1b N2 M0 T2a N2 M0 T2b N2 M0 T3 N1 M0 T3 N2 M0 T4 N0 M0 T4 N1 M0 Stage IIIB T1a N3
AJCC7,277,stage_group,"ittle internal validation and no external validation of the descriptors or the stage groupings. Increasingly reports from other databases challenged some of the descriptors and stage groupings. In preparation for this 7th edition of the staging manual, the IASLC established a Lung Cancer Staging"
AJCC7,278,stage_group,"treatment, none is yet routinely used for lung cancer staging. TABLE 25.2. Stage grouping comparisons: 6th edition vs. 7th edition descriptors, T and M categories, and stage groupings Sixth edition T/M descriptor 7th edition T/M N0 N1 N2 N3 T1 ( ≤ 2 cm) T1a IA IIA IIIA"
AJCC7,279,stage_group,"The IASLC Lung Cancer Staging Project: Proposals for the revision of the TNM stage groupings in the forthcoming (seventh) edition of the TNM classiﬁ cation of malignant tumours. J Thorac Oncol 2:706–714, 2007, with permission. * Most pleural (and pericardial) effusions with lung cancer are"
AJCC7,279,definitions_tnm,"Lung 263 25 DEFINITIONS OF TNM Primary Tumor (T) TX Primary tumor cannot be assessed, or tumor proven by the presence of malignant cells in spu- tum or bronchial washings but not visualized by imaging or bronchoscopy T0 No eviden"
AJCC7,281,stage_group,"The IASLC Lung Can- cer Staging Project: Proposals for the revision of the TNM stage groupings in the forthcoming (seventh) edition of the TNM classiﬁ cation of malignant tumours. J Thorac Oncol. 2007;2:706–14. Groome PA, Bolejack V, Crowley JJ, et al. The IASLC Lung Cancer Staging Project: Va"
AJCC7,283,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis Separate tumor nodule(s) in a contralateral lobe; tumor with pleural nodules or malignant pleural (or pericardial) effusion** Distant metastasis (in extrathoracic organs) **Most pleural (
AJCC7,283,definitions_tnm,"urgery TX T0 Tis T1 TX T0 Tis T1 T1a T1b T2 T1a T1b T2 T2a T2b T3 T2a T2b T3 T4 PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Tis Carcinoma in situ Tumor £3 cm in greatest dimension, surrounded by lung or visceral pleura, without bronchoscopic evidence of invasion"
AJCC7,284,stage_group,"ffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. L UNG S TAGING F ORM HOSPITAL NAME/ADDRESS PATIENT NAME/ INFORMATION A NATOMIC S TAGE • P ROGNOSTIC G ROUPS In order to view this proof accurately, the Ove"
AJCC7,287,stage_group,"CHANGES ● Peridiaphragmatic lymph nodes have been added to the N2 category ANATOMIC STAGE/PROGNOSTIC GROUPS Stage I T1 N0 M0 Stage IA T1a N0 M0 Stage IB T1b N0 M0 Stage II T2 N0 M0 Stage III T1, T2 N1 M0 T1, T2 N2 M0 T3 N0, N1, N2 M0 Sta"
AJCC7,287,chapter_summary,Pleural Mesothelioma 271 26 26 Pleural Mesothelioma At-A-Glance SUMMARY OF CHANGES ● Peridiaphragmatic lymph nodes have been added to the N2 category ANATOMIC STAGE/PROGNOSTIC GROUPS Stage I T1 N0 M0 Stage IA T1a N0 M0 Stage IB T1b N0 M0 St
AJCC7,288,definitions_tnm,multicenter database is needed to determine their true prognostic validity. DEFINITIONS OF TNM IMIG Staging System for Diffuse Malignant Pleural Mesothelioma Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor T1 Tumor limited to the ipsilateral parietal ple
AJCC7,289,stage_group,"Distant Metastasis (M) M0 No distant metastasis M1 Distant metastasis present ANATOMIC STAGE/PROGNOSTIC GROUPS Stage I T1 N0 M0 Stage IA T1a N0 M0 Stage IB T1b N0 M0 Stage II T2 N0 M0 Stage III T1, T2 N1 M0 T1, T2 N2 M0 T3 N0, N1, N2 M0 Stage I"
AJCC7,291,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 STAGE CATEGORY DEFINITIONS P LEURAL M ESOTHELIOMA S TAGING F ORM left right bilateral LATERALITY: TUMOR SIZE: HOSPITAL NAME/ADDRESS PATIENT NAME/ INFORMATION In order to view th
AJCC7,291,definitions_tnm,ompleted after neoadjuvant therapy AND subsequent surgery T1 T1a T1b T2 T3 T4 PRIMARY TUMOR (T) IMIG Staging System for Diffuse Malignant Pleural Mesothelioma (MPM) Tumor limited to the ipsilateral parietal pleura with or without mediastinal pleura and with or without diaphragmatic pleural involv
AJCC7,292,stage_group,"ffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. m suffix indicates the presence of multiple primary tumors in a single site and is recorded in parentheses: pT(m)NM. y prefix indicates those cases in w"
AJCC7,297,stage_group,"ed.) At-A-Glance SUMMARY OF CHANGES ● Stage III is reserved for G3, G4 ANATOMIC STAGE/PROGNOSTIC GROUPS Stage IA T1 N0 M0 G1,2 Low grade, GX Stage IB T2 N0 M0 G1,2 Low grade, GX T3 N0 M0 G1,2 Low grade, GX Stage IIA T1 N0 M0 G3, 4 High grade Stage II"
AJCC7,297,chapter_summary,"Bone (Primary malignant lymphoma and multiple myeloma are not included.) At-A-Glance SUMMARY OF CHANGES ● Stage III is reserved for G3, G4 ANATOMIC STAGE/PROGNOSTIC GROUPS Stage IA T1 N0 M0 G1,2 Low grade, GX Stage IB T2 N0 M0 G1,2 Low grade, GX T3 N0 M0 G"
AJCC7,298,stage_group,"cause regional lymph node involvement from bone tumors is rare, the pathologic stage grouping includes any of the following combinations: pT pG pN pM, or pT pG cN cM, or cT cN pM. Grade should be assigned to all bone sarcomas. Based upon published outcomes data, the current staging system accom"
AJCC7,300,stage_group,"0 No distant metastasis M1 Distant metastasis M1a Lung M1b Other distant sites ANATOMIC STAGE/PROGNOSTIC GROUPS Stage IA T1 N0 M0 G1,2 Low grade, GX Stage IB T2 N0 M0 G1,2 Low grade, GX T3 N0 M0 G1,2 Low grade, GX Stage IIA T1 N0 M0 G3, 4 High grade Stage IIB"
AJCC7,300,definitions_tnm,"the progression of peripheral chon- drosarcoma and enchondroma, respectively. DEFINITIONS OF TNM Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor T1 Tumor 8 cm or less in greatest dimension T2 Tumor more than 8 cm in greatest dimension T3 Discontinuous tumors"
AJCC7,305,stage_group,"STASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis Lung Other distant sites M1 M1a M1b CLINICAL GROUP T N M IA T1 N0 M0 G1,2 Low grade GX IB T2 N0 M0 G1,2 Low grade GX IB T3 N0 M0 G1,2 Low grade GX IIA T1 N0 M0 G3,4 High grade IIB T2 N0 M"
AJCC7,305,definitions_tnm,ing completed after neoadjuvant therapy AND subsequent surgery TX T0 T1 T2 T3 PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Tumor 8 cm or less in greatest dimension Tumor more than 8 cm in greatest dimension Discontinuous tumors in the primary bone site TX T0 T1 T
AJCC7,307,stage_group,"stem as per the criteria recommended by the College of American Pathologists ANATOMIC STAGE/PROGNOSTIC GROUPS Stage IA T1a N0 M0 G1, GX T1b N0 M0 G1, GX Stage IB T2a N0 M0 G1, GX T2b N0 M0 G1, GX Stage IIA T1a N0 M0 G2, G3 T1b N0 M0 G2,"
AJCC7,307,chapter_summary,"ra mater, brain, parenchymatous organs, or hollow viscera are not included.) At-A-Glance SUMMARY OF CHANGES ● Gastrointestinal stromal tumor (GIST) is now included in Chap. 16; ﬁ bromatosis (desmoid tumor), Kaposi’s sarcoma, and infantile ﬁ brosarcoma are no longer included in the histolog"
AJCC7,309,stage_group,"Nodal involvement is rare in adult soft tis- sue sarcomas. In the assigning of stage group, patients whose nodal status is not determined to be positive for tumor, either clinically or pathologically, should be designated as N0. Grade. Grade should be assigned to all sarcomas. Histori- cally"
AJCC7,311,stage_group,"ge III. Distant Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUPS Stage IA T1a N0 M0 G1, GX T1b N0 M0 G1, GX Stage IB T2a N0 M0 G1, GX T2b N0 M0 G1, GX Stage IIA T1a N0 M0 G2, G3 T1b N0 M0 G2, G3 S"
AJCC7,311,definitions_tnm,Soft Tissue Sarcoma 295 28 DEFINITION OF TNM Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor T1 Tumor 5 cm or less in greatest dimension* T1a Superﬁ cial tumor T1b Deep tumor T2 Tumor more than 5 cm in greatest dimension* T2a S
AJCC7,313,stage_group,"ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 CLINICAL GROUP Grade Grade T N M IA T1a N0 M0 G1, GX T1b N0 M0 G1, GX IB T2a N0 M0 G1, GX T2b N0 M0 G1, GX IIA T1a N0 M0 G2, G3 T1b N0 M0 G2, G3 IIB T2a"
AJCC7,313,definitions_tnm,after neoadjuvant therapy AND subsequent surgery TX T0 T1 T1a T1b T2 T2a T2b PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Tumor 5 cm or less in greatest dimension Superficial tumor Deep tumor Tumor more than 5 cm in greatest dimension Superficial tumor Deep tu
AJCC7,314,stage_group,"ffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. m suffix indicates the presence of multiple primary tumors in a single site and is recorded in parentheses: pT(m)NM. y prefix indicates those cases in wh"
AJCC7,317,stage_group,"high-risk features” within the T category and now contributes toward the ﬁ nal stage grouping. Other “high-risk features” include primary anatomic site ear or hair-bearing lip, >2 mm depth, Clark level ≥IV, or perineu- ral invasion ● Advanced T stage is reserved for bony extension or involvement"
AJCC7,317,chapter_summary,"01 29 29 Cutaneous Squamous Cell Carcinoma and Other Cutaneous Carcinomas At-A-Glance SUMMARY OF CHANGES ● The previous edition chapter, entitled “Carcinoma of the Skin,” has been eliminated and two chapters have been created in its place: ● Merkel Cell Carcinoma: An entirely new chapter"
AJCC7,318,stage_group,ed herein for all cSCC and the Ophthalmic Task Force used a different system ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0 Tis N0 M0 Stage I T1 N0 M0 Stage II T2 N0 M0 Stage III T3 N0 M0 T1 N1 M0 T2 N1 M0 T3 N1 M0 Stage IV T1 N2 M0 T2
AJCC7,319,stage_group,o support 5-cm threshold Histopathologic grade Not included in the ﬁ nal stage grouping Included as part of the T staging and therefore contributes to ﬁ nal staging Degree of differentiation has been reported as a risk factor for cSCC High-risk features Not used for T or ﬁ nal sta
AJCC7,320,definitions_tnm,"JCC staging system, 2- and 5-cm tumor size thresholds were used to deﬁ ne the primary tumor (T) and were the sole criteria for T1, T2, and T3. Multiple studies corroborate a correlation between tumor size and more biologically aggressive disease, including local recurrence and metastasis in uni"
AJCC7,321,stage_group,"enote histopathologic grade, however, grade did not con- tribute toward overall stage grouping (Table 29.1 ). For the seventh edition AJCC cSCC staging, histopathologic grade includes poorly differentiated tumors as one of the several high-risk features. Extension to Bony Structures. In the"
AJCC7,323,definitions_tnm,gests that prognosis is inversely cor- related with increasing nodal disease. DEFINITIONS OF TNM Deﬁ nitions for clinical (cTNM) and pathologic (pTNM) classiﬁ cations are the same. Patients with cSCC in situ are categorized as Tis. Carcinomas that are indeterminate or can- not be staged should
AJCC7,324,stage_group,"r • 2010 Distant Metastasis (M) M0 No distant metastases M1 Distant metastases ANATOMIC STAGE/PROGNOSTIC GROUPS Patients with primary cSCC or other cutaneous carci- nomas with no evidence (clinical, radiologic, or patho- logic) of regional or distant metastases are divided into two stages: Stage"
AJCC7,327,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 STAGE CATEGORY DEFINITIONS HOSPITAL NAME/ADDRESS PATIENT NAME/ INFORMATION CUTANEOUS SQUAMOUS CELL/OTHER CUTANEOUS CARCINOMA STAGING FORM left right bilateral LATERALITY: midl
AJCC7,327,definitions_tnm,pleted after neoadjuvant therapy AND subsequent surgery TX T0 Tis T1 T2 T3 T4 PRIMARY TUMOR (T)* Primary tumor cannot be assessed No evidence of primary tumor Tis Carcinoma in situ Tumor 2 cm or less in greatest dimension with less than two high risk features** Tumor greater than 2 cm in greatest
AJCC7,328,stage_group,"ffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. m suffix indicates the presence of multiple primary tumors in a single site and is recorded in parentheses: pT(m)NM. y prefix indicates those cases in w"
AJCC7,331,stage_group,ell carcinoma was previously included in the “Carcinoma of the Skin” chapter ANATOMIC STAGE/PROGNOSTIC GROUPS Patients with primary Merkel cell carcinoma with no evi- dence of regional or distant metastases (either clinically or pathologically) are divided into two stages: Stage I for primary
AJCC7,331,chapter_summary,"] is not included in this chapter – see Chap. 48, “Carcinoma of the Eyelid”) At-A-Glance SUMMARY OF CHANGES ● This is the ﬁ rst staging chapter speciﬁ c for Merkel cell carcinoma. Merkel cell carcinoma was previously included in the “Carcinoma of the Skin” chapter ANATOMIC STAGE/PROGNOSTI"
AJCC7,333,definitions_tnm,", immunosuppressed patients frequently present with more advanced disease. 4 DEFINITIONS OF TNM Those patients with MCC presentations where the primary tumor cannot be assessed should be categorized as TX. Patients with Merkel cell carcinoma in situ are categorized as Tis. The T category of"
AJCC7,334,stage_group,"as N1b and the pathologic classiﬁ cation would be NX. Then in determining the stage grouping, it would be Stage IIIB defaulting to the higher N category. Distant metastases are deﬁ ned as metastases that have spread beyond the draining lymph node basin, including cutaneous, nodal, and viscera"
AJCC7,334,definitions_tnm,"he draining lymph node basin, including cutaneous, nodal, and visceral sites. Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor (e.g., nodal/meta- static presentation without associated primary) Tis In situ primary tumor T1 Less than or equal to 2 cm maximum tum"
AJCC7,337,stage_group,"ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Note: Isolated tumor nodes should be considered positive nodes. Note: Isolated tumor nodes should be considered positive nodes. Metastasis beyond regional lymph nodes Metastasis to skin, subcutaneous tiss"
AJCC7,337,definitions_tnm,pleted after neoadjuvant therapy AND subsequent surgery TX T0 Tis T1 T2 T3 T4 PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor In situ primary tumor Less than or equal to 2 cm maximum tumor dimension Greater than 2 cm but not more than 5 cm maximum tumor dimension Ov
AJCC7,338,stage_group,"ffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. m suffix indicates the presence of multiple primary tumors in a single site and is recorded in parentheses: pT(m)NM. General Notes (continued): y prefix"
AJCC7,341,chapter_summary,"Melanoma of the Skin 325 31 31 Melanoma of the Skin At-A-Glance SUMMARY OF CHANGES ● Mitotic rate (histologically deﬁ ned as mitoses/mm 2 , not mitoses/10 HPF) is an impor- tant primary tumor prognostic factor. A mitotic rate equal to or greater than 1/mm 2 denotes"
AJCC7,342,stage_group,categories and groupings for the seventh edition. The TNM categories and the stage groupings are deﬁ ned in the following chap- ter. Twenty-year survival rates for patients with Stages I–IV melanoma are shown in Figure 31.1 . Differences between the sixth edition version and the seventh editio
AJCC7,343,stage_group,tract. RULES FOR CLASSIFICATION The deﬁ nitions of clinical vs. pathologic stage grouping differ according to whether the regional lymph nodes are staged by clinical/radiographic exam or by pathologic evaluation of the nodal status. Clinical Staging. Clinical Stages I and II are conﬁ ned
AJCC7,344,stage_group,"T3b 68% T4b 53% N1a N2a 55% N1b N2b N3 38% Note that the stage groupings involve upstaging to account for melanoma ulceration, where thinner melanomas with ulceration are grouped with the next greatest T substage for nonulcerated melanomas. a The presence of tumor ulcerati"
AJCC7,345,stage_group,mela- noma staging database comparing the different T categories ( A ) and the stage groupings ( B ) for stages I and II melanoma. TABLE 31.3. 2008 AJCC Melanoma Staging Database: Stage I/II survival by current T classiﬁ cation T classiﬁ cation N a Survival rate ± SE 5-Year 10-Year
AJCC7,347,stage_group,"hese patients (Table 31.7 ). These characteristics were incorporated into the stage grouping criteria. For exam- ple, the presence of tumor ulceration was used as a criterion for a higher assigned substage due to lower observed survival rates, such that, there was a uniform 5-year survival proba"
AJCC7,348,stage_group,"melanoma staging database comparing the different N categories ( A ) and the stage groupings ( B ) for stage III melanoma. ( C ) This ﬁ gure shows the more favorable survival for the subgroup of stage III patients with satellites or in transit lesions. In order to view this proof accurately, t"
AJCC7,350,stage_group,n criteria described above reﬂ ecting metastatic site and serum LDH status. Stage Groups Localized Melanoma (Stages I and II). Patients with pri- mary melanomas with no evidence of regional or distant metastases (either clinically or pathologically) are divided into two stages: Stage I for
AJCC7,351,stage_group,tage IIC are T4 melanomas with ulceration (T4bN0M0). Survival rates for these stage groupings are shown in Figure 31.2 . Regional Metastases (Stage III). There are no substages assigned for clinical Stage III melanoma. The major deter- minants of outcome for pathologic Stage III melanoma are
AJCC7,351,definitions_tnm,"e M categories are small, there are no stage subgroups of Stage IV melanoma. DEFINITIONS OF TNM Primary Tumor (T) TX Primary tumor cannot be assessed (e.g., curettaged or severely regressed melanoma) T0 No evidence of primary tumor Tis Melanoma in situ T1 Melanomas 1.0 mm or less in thickness T"
AJCC7,352,stage_group,All other visceral metastases Any distant metastasis Normal Elevated ANATOMIC STAGE/PROGNOSTIC GROUPS Clinical Staging * Pathologic Staging ** Stage 0 Tis N0 M0 0 Tis N0 M0 Stage IA T1a N0 M0 IA T1a N0 M0 Stage IB T1b N0 M0 IB T1b N0 M0
AJCC7,353,stage_group,". When entering melanoma TNM data into cancer registries for the purposes of stage grouping, the elec- tronic data ﬁ elds must record the measured tumor thickness (in hundredths of a millimeter), the presence or absence of ulceration (based upon histopathologic examination), and mitotic rate i"
AJCC7,357,stage_group,"ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Metastases to skin, subcutaneous tissues, or distant lymph nodes Metastases to lung Metastases to all other visceral sites or distant metastases to any site combined with an elevated serum LDH M1a M1b M1c S"
AJCC7,357,definitions_tnm,y AND subsequent surgery TX T0 Tis T1 T1a T1b T2 T2a T2b T3 T3a T3b T4 T4a T4b PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Melanoma in situ Melanomas <1.0 mm in thickness without ulceration and mitosis <1/mm2 Melanomas 1.01 – 2.0 mm without ulceration with ulcera
